"","id","familyna","firstnam","response","sex","age","assassim","blockcod","prefectu","prefdist","partycod","incumben","smdpr","won","evaluati","小泉評価理由","attitude","小泉支持理由","admitype","zohan","望ましい首相","yusei","understa","yuseifut","nenkin","usetax","usecontx","消費税率","yasukuni","tsuitou","ww2","iraq","femaleem","constitu","改正分野","whencons","yearcons","defence","treaty","attack","un","nkorea","collecti","smallgov","lifetime","publecen","keynes","safety","foreign","ideology"
"72",72,"五島","平","返送あり","男","54歳",NA,"東北","宮城",2,"共産党","新","重複あり","落選","全く評価できない","社会保障の連続改悪、雇用破壊、中小企業つぶしの悪政を強行してきた。","支持しない","暮らし破壊の「構造改革」の更なる推進サラリーマン増税、消費税増税、憲法改悪を企てている。","その他",NA,"志位和夫","反対","理解できる","3事業とも国営を堅持すべきだ","その他","全額税金","反対","","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","改正すべきでない","","改正は行われない",NA,"反対","反対","反対","どちらかと言えば賛成","どちらかと言えば反対","反対","反対","どちらかと言えば賛成","どちらかと言えば賛成","どちらとも言えない","反対","賛成","最も革新"
"73",73,"秋葉","賢也","返送あり","男","43歳",NA,"東北","宮城",2,"自民党","前","重複あり","小選挙区で当選","評価できる点が多い","「改革なくして成長なし」小泉政権は経済の活性化・景気回復を最優先に取り組んできたが、GDPはプラスに転じさらに失業率も改善するなど着実に成果が見られる。","大いに支持する","「改革の本丸」郵政民営化のみならず「小さな政府」の実現に向けた構造改革に真正面から取り組んできた。","自民・公明連立",NA,"小泉純一郎","賛成","わからない","3事業ともになるべく早く民営すべきだ","将来的には3つとも一元化すべきだ","保険料と税金","反対","","基本的には首相は靖国神社に参拝すべきだが，外交関係などに配慮して，柔軟に対応することも必要だ","賛成","どちらとも言えない","必要なら来年以降も派遣を継続すべきだ","女性天皇も認めるべきだ","改正すべきだ","首相公選制の導入","　　年後","3年後","どちらかと言えば賛成","どちらとも言えない","反対","賛成","どちらかと言えば賛成","反対","どちらとも言えない","どちらとも言えない","どちらとも言えない","どちらとも言えない","どちらとも言えない","どちらとも言えない",NA
"74",74,"門間","由記子","返送あり","女","30歳",NA,"東北","宮城",2,"民主党","新","重複あり","落選","全く評価できない","『改革する』『自民党を壊す』など刺激的なフレーズを巧みに用いながらその改革の中身は、いずれも場当たり的で国家国民のための新の構造改革とはいえない。","支持しない","小泉政治の姿勢は、一般の国民・弱者を切り捨てるものであり疲弊した地方の経済・地方の生活を見れば一目瞭然です。","民主単独","民主党を含むあらゆる政党との連立を検討する","小沢一郎","反対","理解できる","貯金・保険は民営化するが，郵便は国営を堅持すべきだ","3つともできるだけ速やかに民営化すべきだ","全額税金","どちらかと言えば反対","","首相は靖国神社に参拝すべきではない","賛成","どちらとも言えない","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","改正すべきだ","教育制度","　　年後","20年後","どちらかと言えば賛成","どちらかと言えば賛成","反対","賛成","賛成","反対","反対","どちらかと言えば反対","どちらとも言えない","どちらかと言えば反対","どちらかと言えば反対","どちらとも言えない",NA
"75",75,"西村","明宏","返送あり","男","45歳",NA,"東北","宮城",3,"自民党","前","重複あり","小選挙区で当選","評価できる点が多い","構造改革の推進","大いに支持する","ぶれない改革姿勢","自民・公明連立",NA,"小泉純一郎","賛成","わからない","貯金・保険は民営化するが，郵便は国営を堅持すべきだ","将来的には3つとも一元化すべきだ","全額税金","どちらかと言えば賛成","","基本的には首相は靖国神社に参拝すべきだが，外交関係などに配慮して，柔軟に対応することも必要だ","わからない","どちらとも言えない","必要なら来年以降も派遣を継続すべきだ","女性天皇も認めるべきだ","改正すべきだ","核廃絶を目標とする国際平和","　　年後","5年後","どちらかと言えば賛成","どちらとも言えない","どちらとも言えない","賛成","どちらかと言えば賛成","どちらかと言えば賛成","どちらとも言えない","どちらとも言えない","どちらかと言えば賛成","どちらかと言えば賛成","どちらかと言えば賛成","どちらかと言えば賛成",NA
"76",76,"橋本","清仁","返送あり","男","34歳",NA,"東北","宮城",3,"民主党","前","重複あり","落選","全く評価できない","すべての政策を振り返るとあいまい、説明、中身なし、うそばかりで、国民は口だけの政治にだまされたので、全く評価できない。","支持しない","たとえば、構造改革にしても口先だけで、これでは、今後の日本社会に大きな亀裂をつくりだし、間違った方向に進むので、小泉政権の姿勢を支持しない。","民主単独","民主党を含むあらゆる政党との連立を検討する","小沢一郎","反対","理解できる","その他","3つともできるだけ速やかに民営化すべきだ","全額税金","どちらかと言えば反対","","首相は靖国神社に参拝すべきではない","賛成","どちらとも言えない","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","改正すべきだ","9条以外の部分的な改正に賛成","　　年後","5年後","賛成","どちらかと言えば賛成","どちらかと言えば反対","賛成","賛成","反対","反対","反対","どちらかと言えば賛成","どちらかと言えば反対","どちらかと言えば反対","どちらとも言えない",NA
"77",77,"高橋","光二","返送あり","男","54歳",NA,NA,"宮城",3,"共産党","新","小選挙区のみ","落選","全く評価できない","医療、年金、介護など社会保障の連続改悪、雇用、中小企業破壊をすすめてきた。","支持しない","「百害あって一利なし」の郵政民営化のゴリ押し、庶民大増税、憲法改悪をすすめようとしている。","その他",NA,"志位和夫","反対","理解できる","3事業とも国営を堅持すべきだ","その他","全額税金","反対","","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","改正すべきでない","","改正は行われない",NA,"反対","反対","反対","どちらかと言えば賛成","どちらかと言えば反対","反対","反対","どちらかと言えば賛成","どちらかと言えば賛成","どちらとも言えない","反対","賛成","最も革新"
"78",78,"伊藤","信太郎","返送あり","男","52歳",NA,"東北","宮城",4,"自民党","前","重複あり","小選挙区で当選","評価できる点が多い","改革を推進している。日本に新しい競争力と可能性をもたらした実績","大いに支持する","改革への積極的姿勢","自民・公明連立","自民党に再合流する","小泉純一郎","賛成","わからない","その他","その他",NA,NA,"まずは徹底的な歳出削を図った上で抜本的な税制改革議論を行い、その上で考えるべき。","基本的には首相は靖国神社に参拝すべきだが，外交関係などに配慮して，柔軟に対応することも必要だ","反対","どちらとも言えない","必要なら来年以降も派遣を継続すべきだ","女性天皇も認めるべきだ","改正すべきだ","前文 第89条（教育の部分）","　　年後","3年後","どちらかと言えば賛成","どちらとも言えない","どちらとも言えない","賛成","どちらかと言えば賛成","賛成","どちらとも言えない","どちらとも言えない","どちらかと言えば賛成","どちらとも言えない","どちらとも言えない","どちらかと言えば賛成",NA
"79",79,"石山","敬貴","返送あり","男","35歳",NA,"東北","宮城",4,"民主党","新","重複あり","落選","全く評価できない","医療・年金・介護の改悪を行い増税を行い、国民に負担ばかり押し付けている","支持しない","","民主単独","民主党を含むあらゆる政党との連立を検討する","岡田克也","反対","理解できる","その他","3つともできるだけ速やかに民営化すべきだ","全額税金",NA,"","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","どちらかと言えば改正すべきだ","国民投票","わからない",NA,"どちらとも言えない","どちらとも言えない","どちらとも言えない","賛成","どちらとも言えない","どちらとも言えない","反対","どちらとも言えない","どちらかと言えば反対","どちらとも言えない","どちらかと言えば反対","どちらとも言えない",NA
"80",80,"高橋","卓也","返送あり","男","49歳",NA,NA,"宮城",4,"共産党","新","小選挙区のみ","落選","全く評価できない","医療・年金など社会保障の連続改悪、雇用・中小企業の破壊の進め、国民生活に耐えがたい苦しみをもたらした。","支持しない","国民にさらに痛みを押し付ける「構造改革」の推進、庶民大増税、憲法改悪を行おうとしている。","その他",NA,"志位和夫","反対","理解できる","3事業とも国営を堅持すべきだ","その他","全額税金","反対","","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","改正すべきでない","","改正は行われない",NA,"反対","反対","反対","どちらかと言えば賛成","どちらかと言えば反対","反対","反対","どちらかと言えば賛成","どちらかと言えば賛成","どちらとも言えない","反対","賛成","最も革新"
"81",81,"斎藤","正美","返送あり","男","50歳",NA,"東北","宮城",5,"自民党","新","重複あり","落選","どちらかと言えば評価できる","将来を見据えたビジョンとそれを実行するリーダーシップ","どちらかと言えば支持する","組織運営に努力すべき点が多い","自民・公明連立","政党を維持したまま，自民，公明両党と連立する","","賛成","理解できない","3事業ともになるべく早く民営すべきだ","将来的には3つとも一元化すべきだ","保険料と税金","賛成","当面10％目途","首相は靖国神社に参拝すべきだ","賛成","どちらとも言えない","必要なら来年以降も派遣を継続すべきだ","女性天皇も認めるべきだ","改正すべきだ","第9条2項","　　年後","3年後",NA,"どちらかと言えば賛成","どちらとも言えない","賛成","どちらかと言えば賛成",NA,NA,"どちらとも言えない","どちらかと言えば反対","どちらとも言えない","どちらかと言えば反対","どちらかと言えば反対",NA
"82",82,"安住","淳","返送あり","男","43歳",NA,"東北","宮城",5,"民主党","前","重複あり","小選挙区で当選","どちらかと言えば評価できない","改革の具体性に乏しく、実が上ってない。","支持しない","官僚の天下りや議員年金の廃止など全く手をつけずキャッチフレーズ政治に終始している。","民主単独",NA,"岡田克也","反対","わからない","その他","3つともできるだけ速やかに民営化すべきだ","保険料と税金","どちらかと言えば賛成","行政改革を行った上で引き上げ率を検討する。","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","どちらかと言えば改正すべきだ","体系的なものなので１つだけ挙げるのは難しい。","わからない",NA,"どちらかと言えば賛成","どちらとも言えない","どちらかと言えば賛成","賛成","どちらかと言えば賛成","どちらとも言えない","賛成","どちらかと言えば賛成","どちらとも言えない","どちらかと言えば反対","どちらかと言えば反対","どちらとも言えない",NA
"83",83,"高野","博","返送あり","男","62歳",NA,NA,"宮城",5,"共産党","新","小選挙区のみ","落選","全く評価できない","医療・年金など社会保障の改悪を強行。大企業・大銀行の儲けのために雇用破壊、中小企業つぶしを行ってきた。","支持しない","暮らし破壊の「構造改革」のさらなる推進、サラリーマン増税、消費税アップ、憲法改悪を企てている。","その他",NA,"志位和夫","反対","理解できる","3事業とも国営を堅持すべきだ","その他","全額税金","反対","","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","改正すべきでない","","改正は行われない",NA,"反対","反対","反対","どちらかと言えば賛成","どちらかと言えば反対","反対","反対","どちらかと言えば賛成","どちらかと言えば賛成","どちらかと言えば反対","反対","賛成","最も革新"
"84",84,"小野寺","五典","返送あり","男","45歳",NA,"東北","宮城",6,"自民党","前","重複あり","小選挙区で当選","評価できる点が多い","構造改革を進めたから","どちらかと言えば支持する","国民にとって分かり易い政治に努めている","自民・公明連立",NA,"小泉純一郎","賛成","わからない","3事業ともになるべく早く民営すべきだ","将来的には3つとも一元化すべきだ","保険料と税金","どちらかと言えば賛成","出来る限りの抑制が必要。7～8％","基本的には首相は靖国神社に参拝すべきだが，外交関係などに配慮して，柔軟に対応することも必要だ","反対","どちらとも言えない","必要なら来年以降も派遣を継続すべきだ","女性天皇も認めるべきだ","改正すべきだ","専守防衛に徹する自衛隊の保持とその国際貢献参加の明記","　　年後","10年後","どちらとも言えない","どちらかと言えば賛成","どちらとも言えない","賛成","どちらとも言えない","どちらかと言えば賛成","どちらとも言えない","どちらとも言えない","どちらかと言えば賛成","どちらとも言えない","どちらとも言えない","どちらとも言えない",NA
"85",85,"菅野","哲雄","返送あり","男","56歳",NA,"東北","宮城",6,"社会民主党","元","重複あり","比例区で復活当選","全く評価できない","構造改革の流れは、地方切捨て、弱者切捨ての政策","支持しない","評価と同じ","民主・社民連立",NA,"","反対","理解できる","3事業とも国営を堅持すべきだ","将来的には3つとも一元化すべきだ","保険料と税金","反対","","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","改正すべきでない","","改正は行われない",NA,"反対","反対","反対","反対","反対","反対","反対","賛成","賛成","どちらかと言えば賛成","反対","賛成",NA
"86",86,"近江","寿","返送あり","男","63歳",NA,NA,"宮城",6,"共産党","新","小選挙区のみ","落選","全く評価できない","「構造改革」の名で国民生活を破壊してきた。外交でも自衛隊の海外派兵などの強行。","支持しない","庶民大増税と憲法9条改悪をすすめようとしている","その他",NA,"志位和夫","反対",NA,"3事業とも国営を堅持すべきだ","その他","全額税金","反対","","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","改正すべきでない","","改正は行われない",NA,"反対","反対","反対","どちらかと言えば賛成","どちらとも言えない","反対","反対","どちらかと言えば賛成","どちらかと言えば賛成","どちらとも言えない","反対","賛成","最も革新"
"87",87,"二田","孝治","返送あり","男","67歳",NA,"東北","秋田",1,"自民党","前","重複あり","比例区で復活当選","どちらかと言えば評価できる","","どちらかと言えば支持する","","自民・公明連立",NA,"","賛成","理解できない","3事業ともになるべく早く民営すべきだ","将来的には3つとも一元化すべきだ","保険料と税金","どちらかと言えば反対","","基本的には首相は靖国神社に参拝すべきだが，外交関係などに配慮して，柔軟に対応することも必要だ","反対","どちらとも言えない","必要なら来年以降も派遣を継続すべきだ","わからない","改正すべきだ","",NA,NA,"どちらかと言えば賛成","どちらかと言えば賛成","反対","賛成","どちらとも言えない","どちらとも言えない","どちらかと言えば賛成","どちらかと言えば賛成","どちらかと言えば賛成","どちらとも言えない","どちらとも言えない","どちらとも言えない",NA
"88",88,"寺田","学","返送あり","男","28歳",NA,"東北","秋田",1,"民主党","前","重複あり","小選挙区で当選","全く評価できない","改革は常に竜頭蛇尾。結果が中途半端で評価できない。","支持しない","問題を単純化しすぎて本質を見失う。","民主単独","自民党に再合流する","岡田克也","反対","わからない","その他","3つともできるだけ速やかに民営化すべきだ",NA,"賛成","３～５％","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","どちらかと言えば改正すべきでない","統治機構","わからない",NA,"どちらかと言えば反対","どちらかと言えば反対","反対","どちらとも言えない","どちらかと言えば反対","反対","どちらかと言えば反対","どちらとも言えない","どちらかと言えば反対","反対","どちらとも言えない","どちらかと言えば賛成",NA
"89",89,"今川","和信","返送あり","男","40歳",NA,NA,"秋田",1,"共産党","新","小選挙区のみ","落選","全く評価できない","","支持しない","","その他",NA,"志位和夫","反対",NA,"3事業とも国営を堅持すべきだ","その他","保険料と税金","反対","","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","改正すべきでない","",NA,NA,"反対","反対","反対","どちらかと言えば賛成","反対","反対","反対","賛成","どちらかと言えば賛成","どちらとも言えない","反対","賛成","最も革新"
"90",90,"石川","錬治郎","返送あり","男","66歳",NA,"東北","秋田",1,"国民新党","新","重複あり","落選","全く評価できない","","支持しない","外交も内政も見るべきものなし。","その他","民主党を含むあらゆる政党との連立を検討する","今のところわからない","反対","理解できる","郵政公社の経営状況を見極めたうえで判断すべきだ","将来的には3つとも一元化すべきだ","保険料と税金","反対","","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","わからない","どちらかと言えば改正すべきでない","","　　年後","5年後","反対","反対","どちらかと言えば反対","どちらかと言えば反対","どちらかと言えば賛成","反対","どちらとも言えない","どちらとも言えない","どちらかと言えば賛成","どちらかと言えば賛成","反対","賛成",NA
"91",91,"小野","貴樹","返送あり","男","34歳","刺客","東北","秋田",2,"自民党","新","重複あり","落選","評価できる点が多い","改革のために「自民党をぶっこわす」という公約を果たした","大いに支持する","","自民・公明連立",NA,"小泉純一郎","賛成","理解できる","3事業ともになるべく早く民営すべきだ",NA,NA,NA,"","基本的には首相は靖国神社に参拝すべきだが，外交関係などに配慮して，柔軟に対応することも必要だ",NA,"どちらとも言えない","必要なら来年以降も派遣を継続すべきだ",NA,"改正すべきだ","前文","　　年後","10年後","どちらとも言えない","賛成","反対","賛成","どちらかと言えば賛成","賛成","どちらとも言えない","どちらとも言えない","どちらとも言えない","どちらかと言えば反対","どちらとも言えない","賛成",NA
"92",92,"山本","喜代宏","返送あり","男","49歳",NA,"東北","秋田",2,"社会民主党","前","重複あり","落選","全く評価できない","小泉構造改革による格差が拡大し、雇用不安が増大した","支持しない","郵政民営化法案について可決か解散というのは立法府への介入であり、強権的である。",NA,NA,"","反対","理解できる","3事業とも国営を堅持すべきだ","将来的には3つとも一元化すべきだ","全額税金","反対","","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","改正すべきでない","","改正は行われない",NA,"反対","反対","反対","反対","反対","反対","反対","賛成","賛成","賛成","反対","賛成",NA
"93",93,"佐々木","重人","返送あり","男","35歳",NA,"東北","秋田",2,"民主党","新","重複あり","落選","全く評価できない","パフォーマンス先行で、実効のある施策が出来ていない。","支持しない","","民主単独","自民党に再合流する","岡田克也","反対","理解できない","その他","3つともできるだけ速やかに民営化すべきだ","全額税金","どちらかと言えば賛成","8%程度。但し歳出削減が先決。","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","どちらかと言えば改正すべきでない","","わからない",NA,"反対","反対","反対","どちらとも言えない","反対","反対","反対","どちらとも言えない","どちらかと言えば賛成","どちらかと言えば反対","反対","賛成",NA
"94",94,"藤本","金治","返送あり","男","59歳",NA,NA,"秋田",2,"共産党","新","小選挙区のみ","落選","全く評価できない","","支持しない","","その他",NA,"志位和夫","反対","理解できる","3事業とも国営を堅持すべきだ","その他","全額税金","反対","","首相は靖国神社に参拝すべきではない",NA,"誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","改正すべきでない","","改正は行われない",NA,"反対","反対","反対","反対","反対","反対","反対","賛成","反対","反対","反対","賛成","最も革新"
"95",95,"野呂田","芳成","返送あり","男","75歳","反対",NA,"秋田",2,"無所属","前","小選挙区のみ","小選挙区で当選","どちらかと言えば評価できない","地方分権につながる三位一体改革など方向が見えない。特に義務教育の国庫負担の切下げは改悪だ","支持しない","独裁政治、恐怖政治の小型版だ。日本の首相は大統領ではない。","自民・公明連立","政党を維持したまま，自民，公明両党と連立する","今は言えない","反対","理解できる","郵政公社の経営状況を見極めたうえで判断すべきだ","将来的には3つとも一元化すべきだ","保険料と税金","どちらかと言えば賛成","拙速に回答できない","首相は靖国神社に参拝すべきだ","反対","どちらとも言えない","今年末の派遣期限が来たら撤退すべきだ","女性天皇も認めるべきだ","改正すべきだ","9条関係","わからない",NA,"どちらかと言えば賛成","どちらかと言えば賛成","反対","賛成","賛成","どちらとも言えない","反対","どちらとも言えない","どちらかと言えば賛成","どちらとも言えない","どちらとも言えない","反対",NA
"96",96,"御法川","信英","返送あり","男","41歳",NA,"東北","秋田",3,"自民党","前","重複あり","小選挙区で当選","評価できる点が多い","構造改革を推進し、一定の実績をあげている","大いに支持する","改革の姿勢を評価する","自民・公明連立","政党を維持したまま，自民，公明両党と連立する","小泉純一郎","賛成","理解できる","3事業ともになるべく早く民営すべきだ","将来的には3つとも一元化すべきだ","保険料と税金","どちらかと言えば賛成","７～１０％","基本的には首相は靖国神社に参拝すべきだが，外交関係などに配慮して，柔軟に対応することも必要だ","反対","どちらとも言えない","必要なら来年以降も派遣を継続すべきだ","女性天皇も認めるべきだ","改正すべきだ","積極的な国際協力","　　年後","3年後","どちらかと言えば賛成","どちらとも言えない","どちらとも言えない","賛成","どちらとも言えない","どちらかと言えば賛成","どちらかと言えば賛成","どちらとも言えない","どちらとも言えない","どちらとも言えない","どちらとも言えない","どちらかと言えば反対",NA
"97",97,"京野","公子","返送あり","女","55歳",NA,"東北","秋田",3,"民主党","新","重複あり","落選","どちらかと言えば評価できない","パフォーマンスが多く、改革の道筋が見えない。ただ、これまで、タブーであった領域に踏み込んだ点は、評価できる面もある。","支持しない","強権的独裁的です。","その他",NA,"岡田克也","反対","理解できる","郵政公社の経営状況を見極めたうえで判断すべきだ","3つともできるだけ速やかに民営化すべきだ","保険料と税金","どちらかと言えば反対","","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","今年末の派遣期限が来たら撤退すべきだ","女性天皇も認めるべきだ",NA,"憲法の改正を丸ごと問うのは、おかしいと思う。憲法の中には、多くの条項があります。付加すべきものもあれば、変えるべきでないものもあります。","わからない",NA,"反対","反対","反対","どちらかと言えば賛成","反対","反対","どちらかと言えば反対","どちらとも言えない","どちらとも言えない","どちらかと言えば反対","反対","賛成",NA
"98",98,"村岡","敏英","返送あり","男","45歳",NA,NA,"秋田",3,"無所属","新","小選挙区のみ","落選","どちらかと言えば評価できる","「小さな政府をつくる」というのは正しい方向性だと思う","どちらかと言えば支持する","日本の行政を変えるという姿勢は評価できる","その他","民主党を含むあらゆる政党との連立を検討する","政権構想を聞いてから決定する","賛成","理解できない","郵政公社の経営状況を見極めたうえで判断すべきだ","3つともできるだけ速やかに民営化すべきだ","保険料と税金","どちらかと言えば賛成","国の財政状況と税収の推移を見て考えなければならない","基本的には首相は靖国神社に参拝すべきだが，外交関係などに配慮して，柔軟に対応することも必要だ","反対","どちらとも言えない","必要なら来年以降も派遣を継続すべきだ","女性天皇も認めるべきだ","改正すべきだ","国際協力","　　年後","10年後","賛成","賛成","どちらかと言えば反対","賛成","どちらかと言えば賛成","どちらかと言えば反対","どちらかと言えば反対","どちらとも言えない","どちらかと言えば賛成","どちらとも言えない","どちらとも言えない","どちらかと言えば賛成",NA
"99",99,"遠藤","利明","返送あり","男","55歳",NA,"東北","山形",1,"自民党","前","重複あり","小選挙区で当選","どちらかと言えば評価できる","改革の姿勢にぶれがない","どちらかと言えば支持する","政治手法をもっと丁寧に","自民・公明連立",NA,"谷垣禎一","賛成","理解できない","その他","将来的には3つとも一元化すべきだ","全額税金","どちらかと言えば賛成","","基本的には首相は靖国神社に参拝すべきだが，外交関係などに配慮して，柔軟に対応することも必要だ","反対","誤った国策に基づく侵略戦争だった",NA,"女性天皇も認めるべきだ","改正すべきだ","前文を正すべき","　　年後","5年後","どちらとも言えない","どちらとも言えない","どちらかと言えば反対","どちらかと言えば反対","どちらかと言えば賛成","どちらとも言えない","どちらかと言えば賛成","どちらかと言えば賛成","どちらとも言えない","どちらかと言えば反対","どちらかと言えば賛成","どちらかと言えば反対",NA
"100",100,"鹿野","道彦","返送あり","男","63歳",NA,"東北","山形",1,"民主党","前","重複あり","落選","全く評価できない","改革はすべて中途半端。真の改革になっていない。国民の間の社会的格差は広がり、地域間の格差も拡大している。犯罪も急増し、治安世界一はどこかに行ってしまった。","支持しない","議院内閣制の体をなしていない。内閣と与党の一元化がなされていない。さらに、郵政法案をどうしても成立させたければ、継続審議の選択もあったはず。最初から解散ありきとは道理にそったものでない。","民主単独","民主党を含むあらゆる政党との連立を検討する","岡田克也","反対","理解できる","その他","3つともできるだけ速やかに民営化すべきだ","全額税金","どちらかと言えば賛成","現在の段階では安易に数字を示すべきではない。","基本的には首相は靖国神社に参拝すべきだが，外交関係などに配慮して，柔軟に対応することも必要だ","賛成","誤った国策に基づく侵略戦争だった","今年末の派遣期限が来たら撤退すべきだ","女性天皇も認めるべきだ","改正すべきだ","統治制度（６５条）。行政権は執政権（政治の分野）であることを明確に。","　　年後","10年後",NA,NA,"どちらかと言えば賛成","どちらかと言えば賛成","どちらかと言えば賛成","どちらとも言えない","どちらとも言えない","どちらかと言えば賛成","どちらとも言えない","どちらとも言えない","どちらかと言えば賛成","どちらかと言えば賛成",NA
"101",101,"石川","渉","返送あり","男","31歳",NA,NA,"山形",1,"共産党","新","小選挙区のみ","落選","全く評価できない","医療・年金・介護など社会保障の切捨て、雇用と賃金を破壊したこと。","支持しない","衆院を解散してまで郵政民営化を押し通そうとすること。","その他","民主党を含むあらゆる政党との連立を検討する","志位和夫","反対","理解できる","3事業とも国営を堅持すべきだ","将来的には3つとも一元化すべきだ","保険料と税金","反対","","首相は靖国神社に参拝すべきではない",NA,"誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","改正すべきでない","",NA,NA,"反対","反対","反対","賛成","反対","反対","反対","どちらかと言えば賛成","どちらとも言えない","反対","反対","賛成","最も革新"
"102",102,"遠藤","武彦","返送あり","男","66歳",NA,"東北","山形",2,"自民党","前","重複あり","小選挙区で当選","どちらかと言えば評価できる","マニフェスト政権に向いている首相である","どちらかと言えば支持する","マニフェストの真意をよく解っている","自民・公明連立",NA,"","賛成",NA,"郵政公社の経営状況を見極めたうえで判断すべきだ","厚生年金と共済年金は統合すべきだが，国民年金を含めた一元化は困難だ","保険料と税金","どちらかと言えば賛成","2%引き上げ、但し社会保障。基金財源に限る。","首相は靖国神社に参拝すべきだ",NA,NA,"今年末の派遣期限が来たら撤退すべきだ","女性天皇も認めるべきだ","改正すべきだ","","わからない",NA,"賛成","どちらかと言えば賛成","賛成","賛成","賛成","賛成",NA,NA,"賛成",NA,NA,NA,NA
"103",103,"近藤","洋介","返送あり","男","40歳",NA,"東北","山形",2,"民主党","前","重複あり","比例区で復活当選","全く評価できない","地方や中小企業を切り捨てる経済政策の結果、日本の基礎体力が著しく弱まったから。","支持しない","日本の今後数年を国民の意思によって決める衆議院総選挙を中身のない、看板だけの郵政民営化のみのを争点とする姿勢は決して支持できない。","民主単独",NA,"岡田克也","反対","理解できる","その他","3つともできるだけ速やかに民営化すべきだ","保険料と税金","どちらかと言えば賛成","増税は行うにしても、徹底的な歳出見直し手を行った後であり、現時点での〓は不可能",NA,"賛成","どちらとも言えない","今年末の派遣期限が来たら撤退すべきだ","女性天皇も認めるべきだ","どちらかと言えば改正すべきだ","地方分権、二院制のあり方。","わからない",NA,"どちらとも言えない","どちらかと言えば反対","どちらかと言えば反対","どちらかと言えば賛成","どちらとも言えない","どちらかと言えば反対","どちらかと言えば反対","どちらとも言えない","どちらとも言えない","どちらかと言えば反対","どちらかと言えば反対","どちらかと言えば賛成",NA
"104",104,"加藤","紘一","返送あり","男","66歳",NA,"東北","山形",3,"自民党","前","重複あり","小選挙区で当選","どちらかと言えば評価できる","改革に着手し、国民の議論は呼んでいる。しかし、道半ばのことも多い。","支持できないところが多い","靖国参拝に拘泥し、アジア外交を停滞させた。また、郵政民営化法案について、党内に無用な混乱を生んだ。","自民・公明連立",NA,"改革の流れは止めず、外交面でもバランスを持って対処する人物","賛成",NA,"その他","将来的には3つとも一元化すべきだ","保険料と税金","どちらかと言えば賛成","精査して検討","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","改正すべきだ","9条において、固別的自衛権と自衛隊の位置づけを明確にする。","　　年後","15年後",NA,NA,"どちらかと言えば反対","賛成","どちらかと言えば反対",NA,NA,NA,NA,NA,NA,NA,NA
