id,wave1id,response,blockcod,prefectu,prefdist,name,partycod,incumben,smdpr,prrank,won,coalitio,pastkoiz,futureko,elecsys1,elecsys2,appeal,manifest,reasonma,constitu,defense,treaty,attack,un,nkorea,iraq,collecti,smallgov,lifetime,publicen,keynes,consump2,pension,postal,highwayp,highwayf,safety,foreign,donation,subsidy,ideology
147,999,1,3,8,6,ç≤ì°ê≥çÑ,4,2,1,99,4,9,4,4,5,7,4,1,0,5,5,5,5,5,5,5,5,5,1,1,5,5,1,5,5,2,5,1,1,5,1
148,45,1,3,8,6,íOâHóYç∆,1,1,3,6,1,1,2,2,2,9,2,2,3,2,3,3,3,1,1,3,3,3,3,2,3,3,5,3,1,5,2,3,3,4,5
149,999,1,3,8,7,å‹è\óíçOéq,2,2,3,1,4,4,4,4,2,6,1,1,0,2,2,4,2,1,2,4,4,3,2,5,4,3,1,3,1,3,3,1,1,1,3
150,999,1,3,8,7,ìcíJïêïv,4,2,3,4,4,7,4,4,1,4,1,1,0,5,5,5,5,4,4,5,5,5,1,2,2,5,1,5,3,1,5,1,1,3,1
151,46,1,3,8,7,âiâ™ómé°,1,1,3,6,1,1,1,1,4,1,2,1,0,1,2,3,1,1,2,1,2,4,2,3,1,3,3,3,1,3,3,5,5,5,7
152,999,1,3,9,1,ëDìcå≥,1,3,3,6,1,1,1,1,2,2,2,1,0,1,2,2,3,1,3,1,2,3,3,2,3,2,4,3,2,3,3,2,4,3,5
153,47,1,3,9,1,êÖìáçLéq,2,1,3,1,3,4,4,4,3,7,2,1,0,3,5,4,3,2,5,3,5,3,3,3,3,3,2,4,3,2,5,1,1,2,4
154,999,1,3,9,1,ìcïîñæíj,4,2,1,99,4,9,4,4,5,7,1,1,0,5,5,5,5,3,5,5,5,5,1,5,3,5,1,5,5,1,5,1,1,3,1
155,331,1,3,9,2,è¨ó—éÁ,2,1,3,1,4,6,4,4,2,3,1,1,0,5,4,5,5,2,5,5,5,4,3,2,2,2,1,4,4,1,4,1,2,3,3
156,324,1,3,9,2,êXéRê^ã|,1,1,1,99,1,2,1,1,3,2,1,1,0,2,2,2,2,1,2,2,3,3,2,2,2,2,4,9,2,3,4,5,4,5,6
157,999,1,3,9,2,ïüìcìπïv,4,2,1,99,4,9,4,4,3,4,1,2,5,5,5,5,5,1,5,5,5,5,1,1,3,5,1,5,5,2,5,1,1,5,1
158,49,1,3,9,3,ìnï”äÏî¸,1,1,1,99,1,9,9,9,5,7,6,1,0,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11
159,999,1,3,9,3,ñäèπéO,4,2,1,99,4,9,4,4,3,7,4,1,0,5,5,5,5,3,5,5,5,5,1,3,3,5,1,5,5,1,5,1,1,5,1
160,999,1,3,9,3,èºâièπé˜,5,2,3,1,4,9,2,3,4,7,2,1,0,5,5,4,5,3,5,5,5,2,3,3,4,4,3,4,2,2,4,1,1,2,4
161,50,1,3,9,4,ç≤ì°ï◊,1,1,3,6,1,2,1,2,3,6,1,1,0,2,2,2,2,1,3,2,3,3,3,2,2,3,2,5,4,5,2,3,5,5,11
162,999,1,3,9,4,éRçËéıïF,4,2,1,99,4,9,4,4,5,4,1,2,3,5,5,5,9,3,5,5,5,5,1,1,1,5,9,5,5,2,5,1,1,5,1
163,338,1,3,9,4,éRâ™å´éü,2,1,3,1,3,4,4,4,3,3,2,1,0,3,3,3,3,1,3,5,3,3,3,2,2,3,1,5,2,2,4,1,4,3,6
164,51,1,3,9,5,ñŒñÿïqè[,1,1,3,6,1,1,2,1,3,2,2,1,0,2,3,3,5,1,3,2,3,3,4,4,3,3,4,3,1,3,3,2,3,2,6.5
165,999,1,3,9,5,íÜíÀâpîÕ,2,2,3,1,4,4,4,4,3,7,1,1,0,1,3,5,5,3,4,4,5,4,2,2,4,3,1,1,9,1,5,1,3,1,3
166,999,1,3,9,5,êÏè„ãœ,4,2,1,99,4,9,4,4,5,7,4,1,0,5,5,5,5,3,5,5,5,3,2,1,3,5,3,5,3,2,5,1,1,3,1
167,999,1,3,10,1,çÇã¥êm,2,2,3,1,4,6,3,4,2,1,6,1,0,3,4,4,3,3,5,5,4,5,3,4,3,3,1,5,1,1,5,1,1,1,5.2
168,326,1,3,10,1,îˆêgçKéü,1,1,3,6,1,1,1,1,3,6,2,2,3,1,3,1,3,1,2,1,3,3,3,3,4,2,3,2,2,4,3,5,5,3,5
169,999,1,3,10,1,èºâYêMïv,4,2,1,99,4,9,4,4,5,7,4,9,0,5,5,5,5,5,5,5,5,5,2,2,3,5,2,5,4,3,5,1,1,5,1
170,999,1,3,10,2,ç≤ì°ñØóY,4,2,1,99,4,9,4,4,5,7,4,9,0,5,5,5,5,5,5,5,5,5,2,2,3,5,2,5,4,3,5,1,1,5,1
171,999,1,3,10,2,êXìcèC,10,2,1,99,4,4,2,2,2,1,2,1,0,1,3,4,2,4,1,2,2,2,4,4,5,5,3,1,2,1,4,5,1,1,5
172,999,1,3,10,2,êŒä÷å\,2,2,3,1,4,6,4,4,4,6,4,1,0,4,5,4,5,3,4,5,5,3,3,1,2,4,3,5,4,3,4,2,1,3,3
173,53,1,3,10,2,ç˘êÏãƒ,1,1,3,6,1,1,3,2,1,1,2,1,3,2,2,2,1,1,1,2,2,2,4,4,1,1,3,5,5,3,2,5,3,2,5
174,999,1,3,10,3,èaëÚìNíj,4,2,1,99,4,9,4,4,5,7,4,2,5,5,5,5,5,5,5,5,5,5,2,2,3,5,2,5,4,3,5,1,1,5,1
175,54,1,3,10,3,íJí√ã`íj,1,1,3,6,1,1,2,2,3,2,1,1,0,1,4,2,2,1,3,2,2,4,4,2,1,2,4,4,1,4,2,4,4,2,4
176,999,1,3,10,3,í∑è¿çL,2,2,3,1,4,4,4,4,4,6,4,1,0,5,4,5,5,4,5,5,5,4,4,4,5,4,3,4,4,2,5,1,1,2,3
177,999,1,3,10,4,è¨ä}å¥ê^ñæ,4,2,3,5,4,9,4,4,3,7,1,1,0,4,5,5,5,3,5,5,5,4,1,1,4,5,2,5,3,2,5,1,1,5,1
178,55,0,3,10,4,ïüìcçNïv,1,1,3,6,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
179,999,1,3,10,4,ïxâ™óRãIïv,2,2,3,1,4,4,4,4,2,2,1,1,0,3,3,3,1,1,1,5,5,3,2,3,3,5,1,4,5,1,3,3,1,1,10
180,999,1,3,10,5,ñˆìcÉLÉ~éq,4,2,1,99,4,9,4,4,5,7,1,1,0,5,5,5,5,5,5,5,5,5,2,2,3,5,2,5,5,3,5,1,1,5,1
181,56,1,3,10,5,è¨ü∫óDéq,1,1,3,6,1,1,2,2,3,3,2,1,0,2,2,2,3,2,3,3,3,3,3,2,2,3,3,4,3,4,4,3,3,4,7
182,999,1,3,10,5,êÛäLê≥óY,5,2,3,1,4,9,4,4,5,4,1,2,5,5,5,5,5,5,5,5,5,3.5,3,3,1,5,1,5,5,2,5,1,1,2,2
183,330,1,3,11,1,ã‡éqëPéüòY,6,1,1,99,4,1,2,2,3,6,2,1,0,1,2,2,3,1,2,2,2,3,3,4,3,3,2,2,1,4,3,3,4,3,6
184,999,1,3,11,1,éRå˚êﬂê∂,9,2,1,99,4,9,4,4,1,4,6,1,0,3,4,3,2,1,1,3,2,4,3,1,1,1,3,3,3,3,4,3,3,1,4
185,999,1,3,11,1,ìVíCïêïv,5,2,3,1,4,9,4,4,5,4,2,1,0,5,5,5,5,1,5,5,5,9,3,9,3,5,1,4,3,3,5,1,1,2,3
186,999,1,3,11,1,à…ì°äx,4,2,1,99,4,9,4,4,5,7,4,1,0,5,5,5,5,2,5,5,5,5,1,1,1,5,1,5,5,1,5,1,1,5,1
187,57,1,3,11,1,ïêê≥åˆàÍ,2,1,3,1,1,4,2,3,2,2,1,1,0,2,2,3,2,2,2,3,3,2,3,4,4,3,2,3,5,1,4,3,2,1,8
188,58,1,3,11,2,êVì°ã`çF,1,1,3,6,4,1,1,2,2,3,2,1,0,1,2,3,1,2,3,1,2,2,4,4,4,4,4,2,1,2,3,4,3,3,5
189,999,1,3,11,2,êŒìcèüîV,2,3,3,1,1,5,4,4,2,7,2,1,0,1,2,4,3,1,1,4,3,4,2,4,1,2,4,4,4,1,4,1,3,1,7
190,999,1,3,11,2,âiíÀóFå[,4,2,1,99,4,9,4,4,9,7,6,9,0,5,5,5,5,4,5,5,5,5,3,2,5,5,1,5,5,5,5,1,1,5,1
191,999,1,3,11,3,ç°à‰çG,1,3,3,6,3,1,1,1,3,1,2,1,0,2,2,2,1,1,1,1,2,3,3,3,4,4,3,1,1,3,3,2,4,2,7
192,999,1,3,11,3,ìcë∫ï◊,4,2,1,99,4,9,4,4,9,4,1,1,0,5,5,5,5,1,5,5,5,5,1,1,3,5,1,5,5,4,5,1,1,5,1
193,59,1,3,11,3,ç◊êÏó•ïv,2,1,3,1,1,4,4,4,2,7,1,1,0,3,5,5,5,2,5,5,5,5,3,4,2,5,1,3,3,2,5,1,1,1,11
194,999,1,3,11,4,àªïîêüéq,4,2,1,99,4,9,4,4,5,7,1,1,0,5,5,5,5,5,5,5,5,5,2,9,5,5,2,5,5,9,5,1,1,5,1
195,999,1,3,11,4,ëÅêÏíâçF,1,2,3,6,3,1,1,1,2,2,2,1,0,1,2,2,4,1,2,1,1,2,4,3,3,2,2,1,1,4,2,4,5,2,5
196,999,1,3,11,4,ê_ïóâpíj,2,2,3,1,1,4,3,3,2,2,6,1,0,1,2,2,2,1,3,4,3,2,3,3,2,2,2,1,1,2,5,4,4,2,8
197,61,1,3,11,5,é}ñÏçKíj,2,1,3,1,1,4,3,3,2,3,5,1,0,3,3,2,5,4,2,5,3,4,3,5,4,2,1,4,5,1,4,3,2,2,5
198,999,1,3,11,5,çÇã¥èGñæ,1,2,3,6,4,99,1,1,2,2,1,1,0,1,1,1,1,1,1,1,1,1,3,3,5,1,1,1,1,3,3,1,3,3,10
199,999,1,3,11,5,èºâ∫óT,4,2,1,99,4,7,4,4,3,6,1,2,3,5,5,5,5,5,5,5,5,5,2,3,5,5,1,5,3,1,5,1,1,5,1
200,999,1,3,11,6,å≥éRÇ©ÇÊéq,4,2,3,3,4,7,4,4,5,4,4,1,0,5,5,5,5,3,5,5,5,5,1,1,3,5,4,5,3,1,5,1,1,5,1
201,62,1,3,11,6,ëÂìáì÷,2,1,3,1,1,8,4,4,1,2,2,1,0,1,3,3,1,3,1,5,3,3,3,3,1,1,3,3,3,1,5,5,3,1,7
202,337,1,3,11,6,é·èºå™à€,3,1,1,99,4,1,1,1,4,6,2,1,0,2,3,2,3,1,2,2,2,3,3,3,3,3,2,3,2,3,3,1,2,2,6
203,999,1,3,11,7,ëÂã¥èπéü,4,2,1,99,4,9,4,4,5,4,1,2,5,5,5,5,5,4,5,5,5,5,2,2,2,5,2,4,4,2,5,1,1,5,1
204,999,1,3,11,7,ésêÏîéî¸,5,2,3,1,4,9,4,4,5,4,1,2,5,5,5,5,5,5,5,5,5,5,1,3,1,5,1,5,5,9,5,1,1,2,3
205,999,1,3,11,7,è¨ã{éRë◊éq,2,2,3,1,1,4,4,4,2,3,6,1,0,1,2,2,3,1,2,3,3,3,3,3,3,3,1,4,1,1,3,5,4,1,8
206,63,1,3,11,7,íÜñÏê¥,1,1,3,6,3,1,2,2,2,2,4,1,0,3,2,2,2,1,4,2,3,3,3,2,2,4,3,2,2,4,3,2,3,4,6
207,999,1,3,11,8,ï¿ñÿê≥ñF,10,3,1,99,4,1,2,2,4,6,2,1,0,1,2,4,3,2,2,3,3,2,3,3,3,2,4,1,1,2,3,2,3,2,6
208,341,1,3,11,8,âñêÏìSñÁ,4,1,3,1,3,9,4,4,9,7,4,1,0,5,5,5,5,5,5,5,5,5,1,2,9,5,1,5,9,1,5,1,1,2,1
209,64,1,3,11,8,ñÿâ∫å˙,2,1,3,1,3,4,4,4,5,2,1,1,0,1,1,2,1,1,1,2,1,5,3,3,4,2,1,1,1,1,3,4,1,1,7
210,999,1,3,11,8,êVà‰ê≥ë•,1,2,3,6,1,1,1,1,3,1,4,1,0,3,3,3,3,1,2,2,2,4,3,5,4,5,2,2,1,3,3,3,2,2,7
211,334,1,3,11,9,å‹è\óíï∂ïF,2,1,3,1,3,4,2,4,2,7,2,1,0,1,2,3,4,3,3,5,4,4,4,4,4,2,1,3,5,1,3,2,2,2,5
212,999,1,3,11,9,ê_ìcéOèt,4,2,1,99,4,9,4,4,9,5,4,9,0,5,5,5,5,5,5,5,5,5,1,1,3,5,3,5,3,3,5,1,1,5,1
213,65,1,3,11,9,ëÂñÏèºñŒ,1,1,3,6,1,1,1,1,3,3,4,2,3,1,3,3,2,1,4,2,3,2,2,2,3,3,2,2,9,3,2,2,3,3,4
214,999,1,3,11,10,âiìcåíàÍ,4,2,1,99,4,7,4,4,3,5,1,2,5,5,5,5,5,3,5,5,5,4,4,9,4,5,9,5,2,3,4,2,1,4,2
215,999,1,3,11,10,èºçËìNãv,2,2,3,1,3,4,3,4,2,5,2,1,0,4,4,4,3,5,2,4,4,5,2,5,4,4,5,4,5,2,5,2,2,4,7
216,66,1,3,11,10,éRå˚ë◊ñæ,1,1,3,6,1,1,1,1,3,3,2,2,3,2,1,2,1,1,2,2,2,3,3,2,2,3,4,1,1,3,2,3,3,3,8
217,67,1,3,11,11,è¨êÚó¥éi,1,1,3,6,1,1,1,1,2,3,2,1,0,1,2,3,3,1,3,4,5,5,2,2,2,3,3,5,2,4,4,4,1,3,7
218,999,1,3,11,11,î™ñÿè∫éü,2,2,3,1,4,4,3,3,1,3,1,1,0,1,1,1,1,1,4,4,1,3,2,3,1,1,5,4,1,1,1,1,1,3,8
219,999,1,3,11,11,ä`è¿àªéq,4,2,1,99,4,99,4,4,9,7,1,2,3,5,5,5,5,9,5,5,5,5,1,2,5,5,1,5,5,3,5,1,1,5,1
220,327,1,3,11,12,ëùìcïqíj,1,1,1,99,1,1,1,2,2,3,5,1,0,2,2,2,2,1,2,2,3,2,1,2,2,2,2,3,1,3,3,2,3,3,4
221,999,1,3,11,12,ñ{ëΩïΩíº,2,2,3,1,4,4,4,4,2,7,1,1,0,4,3,3,4,3,3,5,4,4,3,3,3,3,1,4,4,1,4,2,1,1,5
222,999,1,3,11,12,óÈñÿêÁâÍéq,4,2,1,99,4,9,4,4,5,7,1,1,0,5,5,5,5,5,5,5,5,5,2,3,3,5,5,5,5,1,5,1,1,5,1
223,342,1,3,11,13,ì˙êXï∂êq,5,1,3,1,4,7,4,4,2,7,1,1,0,5,5,5,5,4,5,5,5,5,2,3,2,4,1,5,4,2,5,1,1,1,2
224,69,1,3,11,13,ìyâÆïiéq,1,1,3,6,1,1,2,2,3,2,2,1,0,1,4,3,3,2,3,2,4,3,4,3,4,2,3,2,2,3,3,4,3,4,6
225,339,1,3,11,13,ïêéRïSçáéq,2,1,3,1,3,4,4,4,2,3,6,1,0,1,1,3,3,1,3,3,3,2,4,3,3,2,4,2,1,2,3,4,3,1,3
226,999,1,3,11,13,ê‘ä›âÎé°,4,2,1,99,4,7,4,4,5,7,4,1,0,5,5,5,5,5,5,5,5,5,2,3,3,5,5,5,5,1,5,1,1,5,1
227,999,1,3,11,13,âÔìcêMåπ,10,2,1,99,4,9,3,3,3,1,6,2,5,1,1,1,1,1,1,1,1,1,2,1,1,3,3,2,4,5,1,5,5,3,10
228,70,1,3,11,14,éOÉcó—ó≤éu,1,1,3,6,1,1,1,1,2,1,2,1,0,1,2,2,2,2,2,1,2,3,3,2,4,2,4,2,2,3,3,4,4,4,5
229,999,1,3,11,14,íÜñÏè˜,2,2,3,1,3,4,4,4,3,3,5,1,0,2,4,4,3,4,3,5,4,2,3,4,4,2,2,1,1,1,4,1,1,1,6
230,999,1,3,11,14,ïcë∫åıóY,4,2,1,99,4,9,4,4,5,7,1,1,0,5,5,5,5,3,5,5,5,5,2,1,9,5,1,5,5,1,5,1,1,5,1
231,999,1,3,11,15,çÇéRíqéi,2,2,3,1,1,4,4,4,2,2,2,1,0,2,3,3,2,2,1,4,2,1,5,3,3,2,1,4,4,4,2,1,3,2,7
232,999,1,3,11,15,ë∫éÂñæéq,4,2,1,99,4,99,4,4,5,7,1,9,0,5,5,5,5,9,5,5,5,5,9,3,3,5,9,5,9,9,5,1,1,5,1
233,999,1,3,11,15,ìcçËó«óY,10,2,1,99,4,1,2,2,5,2,2,1,0,2,3,3,3,1,3,3,3,2,2,3,4,3,3,1,1,3,4,1,1,1,5
234,999,1,3,11,15,èºâiåı,1,3,1,99,4,1,1,1,2,3,2,1,0,2,2,2,2,1,2,1,3,3,2,4,4,4,4,2,1,4,4,4,3,4,6
235,999,1,3,11,15,èHñ{ê¥àÍ,10,2,1,99,4,1,2,1,5,6,2,1,0,2,3,3,2,2,3,3,2,1,2,4,5,5,4,1,1,4,3,1,1,3,6
236,83,1,5,13,1,äCç]ìcñúó¢,2,1,3,1,1,4,4,4,3,3,1,1,0,2,3,3,3,2,2,3,4,4,2,4,3,2,1,3,3,1,3,1,3,1,6
237,999,1,5,13,1,ñîãgåıóY,9,2,1,99,4,9,9,9,5,1,1,2,5,1,3,3,3,1,3,3,3,4,1,3,3,3,3,5,5,3,3,1,1,3,6
238,999,1,5,13,1,ó^é”ñÏä],1,3,3,4,3,1,2,2,5,6,6,1,0,1,2,2,3,2,2,2,3,3,2,3,3,3,4,3,3,4,3,4,4,3,6
239,999,1,5,13,1,ç≤ì°ï∂ë•,4,2,1,99,4,9,4,4,5,7,6,9,0,5,5,5,5,5,5,5,5,5,1,3,3,5,5,5,3,1,5,1,1,5,1
240,999,1,5,13,1,ïlìcñÉãLéq,10,2,1,99,4,9,1,9,2,7,2,1,0,1,1,1,1,1,3,5,5,1,5,3,1,3,3,1,1,3,3,1,3,1,8
241,999,1,5,13,2,ê[íJó≤éi,1,3,3,4,4,1,1,1,3,5,1,1,0,1,2,2,2,1,3,2,1,3,3,3,2,3,3,4,1,3,3,3,3,3,8
242,84,1,5,13,2,íÜéRã`äà,2,1,3,1,1,9,3,4,2,3,2,1,0,1,1,2,1,1,3,4,3,3,4,4,1,2,1,3,1,1,4,2,1,3,7
243,999,1,5,13,2,é∫äÏë„àÍ,4,2,1,99,4,9,4,4,5,7,1,9,0,5,5,5,5,5,5,5,5,5,1,3,3,5,5,5,3,1,5,1,1,5,1
244,999,1,5,13,3,ëÂä—ê¥ï∂,4,2,1,99,4,9,4,4,5,7,1,9,0,5,5,5,5,5,5,5,5,5,1,3,3,5,5,5,3,1,5,1,1,5,1
245,999,1,5,13,3,êŒå¥çGçÇ,1,2,3,4,4,2,1,1,3,6,2,1,0,1,1,2,1,1,1,3,5,5,1,2,3,3,5,2,1,2,2,2,1,2,7
246,85,1,5,13,3,èºå¥êm,2,1,3,1,1,9,3,4,4,2,1,1,0,2,3,2,2,1,1,4,4,5,2,4,1,4,1,3,2,1,5,9,3,1,3
247,379,1,5,13,4,éRå˚ïxíj,4,1,3,1,3,9,4,4,5,7,1,9,0,5,5,5,5,5,5,5,5,5,2,2,3,5,4,5,5,2,5,1,1,5,1
248,999,1,5,13,4,âFç≤î¸ìo,2,3,3,1,3,4,4,4,2,2,1,1,0,1,4,4,4,4,4,4,3,3,5,3,3,2,2,3,3,1,3,4,2,1,5
249,399,1,5,13,4,éRíJÇ¶ÇËéq,6,1,1,99,4,1,2,2,5,6,2,1,0,1,2,3,3,2,2,2,2,3,3,3,1,3,3,1,1,2,3,5,3,2,7
250,999,1,5,13,4,íÜêºàÍëP,1,2,3,4,1,99,1,1,1,3,2,1,0,1,3,2,2,1,2,2,2,3,3,4,4,2,2,1,1,1,4,5,3,2,10
251,999,1,5,13,5,âìì°êÈïF,10,2,1,99,4,3,2,2,3,3,2,2,3,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,1,5,1,5,4,4,8
252,87,1,5,13,5,éËíÀêmóY,2,1,3,1,1,7,3,3,2,3,6,1,0,3,4,3,3,2,4,5,4,2,3,5,4,3,5,2,2,2,4,1,1,2,3
253,999,1,5,13,5,è¨êôó≤,1,3,3,4,3,2,1,1,2,6,2,1,0,1,1,2,4,1,2,2,5,2,5,2,5,1,5,1,1,5,1,1,4,2,6
254,999,1,5,13,5,ã{ñ{âh,4,2,1,99,4,9,4,4,5,7,1,9,0,5,5,5,5,5,5,5,5,5,1,3,3,5,5,5,3,1,5,1,1,5,11
255,999,1,5,13,6,âzíqó≤óY,1,2,3,4,4,2,1,1,2,2,2,1,0,1,2,3,2,1,3,2,2,2,4,4,5,2,4,2,2,2,2,2,4,2,7
256,380,1,5,13,6,ï€ç‚ìWêl,5,1,3,1,4,6,4,4,4,4,2,2,3,5,5,5,5,5,5,5,5,5,3,3,2,5,1,4,3,3,5,1,1,2,4
257,999,1,5,13,6,ìcíÜî¸ë„éq,4,2,1,99,4,9,4,4,5,7,1,9,0,5,5,5,5,5,5,5,5,5,1,3,3,5,5,5,3,1,5,1,1,5,1
258,88,1,5,13,6,è¨ã{éRóméq,2,1,3,1,1,4,4,4,2,3,1,1,0,3,3,3,3,2,4,5,4,4,4,3,3,2,1,1,1,1,4,1,1,2,4
259,89,1,5,13,7,í∑ç»è∫,2,1,3,1,1,4,3,4,2,2,6,1,0,2,2,3,3,3,2,5,3,4,3,3,5,5,2,1,5,1,3,1,1,1,5
260,999,1,5,13,7,è¨ëÚìNóY,4,2,1,99,4,9,4,4,5,7,1,9,0,5,5,5,5,5,5,5,5,5,1,3,3,5,5,5,3,1,5,1,1,5,1
261,999,1,5,13,7,ñÓïîàÍ,10,2,1,99,4,8,2,3,3,6,5,2,1,5,3,4,3,3,3,4,5,1,5,3,2,4,5,5,1,1,2,3,1,2,3
262,999,1,5,13,7,ïxâ∆çF,7,2,1,99,4,9,3,4,5,6,2,1,0,1,1,3,2,1,1,2,1,1,4,5,2,5,3,5,3,2,2,5,2,1,7
263,999,1,5,13,7,èºñ{ï∂ñæ,1,2,3,4,4,2,2,2,2,2,2,1,0,1,3,3,3,1,2,2,1,3,3,4,3,3,3,2,3,1,2,5,4,2,11
264,999,1,5,13,8,ëÚìcèréj,4,2,1,99,4,9,4,4,5,7,1,9,0,5,5,5,5,5,5,5,5,5,1,3,3,5,5,5,3,1,5,1,1,5,1
265,90,1,5,13,8,êŒå¥êLçW,1,1,3,4,1,2,1,1,3,6,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,5.5
266,999,1,5,13,8,êôéRèÕéq,5,2,3,1,4,7,4,4,3,4,2,1,0,5,5,5,5,5,5,5,5,5,3,3,3,5,1,5,5,3,5,1,1,3,4
267,999,1,5,13,8,óÈñÿê∑ïv,2,2,3,1,4,4,4,4,2,3,6,1,0,1,3,3,3,1,3,5,5,3,4,2,2,5,4,3,4,2,3,4,5,1,8
268,999,1,5,13,9,êõå¥àÍèG,1,2,3,4,1,1,1,1,2,4,2,1,0,1,2,3,5,1,5,2,4,3,2,2,5,2,1,3,1,5,4,2,3,1,3
269,999,1,5,13,9,ñ]åéçNéq,4,2,1,99,4,9,4,4,5,7,1,9,0,5,5,5,5,5,5,5,5,5,1,3,3,5,5,5,3,1,5,1,1,5,1
270,91,1,5,13,9,ãgìcåˆàÍ,2,1,3,1,4,4,2,2,2,6,4,1,0,2,3,3,2,1,1,1,2,1,3,3,9,5,3,1,1,1,3,3,4,2,7
271,999,1,5,13,9,ë∫ìcïq,5,2,3,1,4,6,3,4,2,1,1,1,0,5,4,5,5,1,3,5,5,5,3,9,4,3,1,3,1,2,4,1,1,1,4
272,370,1,5,13,10,éLìáè@ñæ,2,1,3,1,3,4,4,4,1,1,2,2,9,1,2,4,4,1,3,9,5,4,4,4,2,5,1,9,9,1,5,1,5,1,6
273,999,1,5,13,10,éRñ{ïqç],4,2,1,99,4,9,4,4,5,7,6,9,0,5,5,5,5,5,5,5,5,5,1,3,3,5,5,5,3,1,5,1,1,5,1
274,92,1,5,13,10,è¨ó—ãªãN,1,1,3,4,1,1,1,1,3,6,2,1,0,1,1,1,2,1,2,2,2,3,2,2,1,2,2,3,1,2,2,3,4,2,1
275,999,1,5,13,10,éuó«à»âh,9,2,1,99,4,8,4,4,5,6,4,2,3,1,2,5,1,2,2,4,3,1,3,4,3,5,2,3,2,1,3,1,1,1,8
276,999,1,5,13,11,ìøóØìπêM,4,2,1,99,4,9,4,4,5,7,1,9,0,5,5,5,5,5,5,5,5,5,1,3,3,5,5,5,3,1,5,1,1,5,1
277,999,1,5,13,11,ìnï”ç_àÍòY,2,3,3,1,4,8,4,4,1,2,1,1,0,1,1,2,1,3,1,5,5,2,2,4,4,2,1,1,1,3,5,1,5,1,8
278,93,1,5,13,11,â∫ë∫îéï∂,1,1,3,4,1,1,1,1,2,3,2,1,0,1,3,3,1,2,2,1,4,2,2,3,5,2,4,2,1,3,2,3,4,2,7
279,374,1,5,13,12,ëæìcè∫çG,3,1,1,99,1,1,2,2,5,6,2,1,0,3,3,3,5,2,3,2,5,3,3,3,2,5,4,3,2,5,3,1,4,3,6
280,999,1,5,13,12,éRä›åıïv,4,2,1,99,4,9,4,4,5,7,6,9,0,5,5,5,5,5,5,5,5,5,1,3,3,5,5,5,3,1,5,1,1,5,1
281,999,1,5,13,12,ì°ìcçKãv,2,3,3,1,3,4,2,3,2,3,5,1,0,4,4,4,4,1,3,4,4,2,4,4,3,4,4,4,4,1,4,1,2,1,4
282,999,1,5,13,13,ìcë∫íqéq,4,2,1,99,4,9,4,4,5,7,1,2,5,5,5,5,5,4,5,5,5,5,2,3,3,5,5,5,1,2,5,1,1,5,2
283,369,1,5,13,13,èÈìáê≥åı,2,1,3,1,1,9,2,3,2,6,2,1,0,2,3,3,3,2,2,4,3,4,2,3,2,4,2,5,9,1,3,9,2,1,5
284,95,1,5,13,13,äõâ∫àÍòY,1,1,3,4,3,1,2,2,1,3,2,2,3,1,2,3,3,1,3,2,3,4,3,4,2,2,4,3,3,4,1,3,3,3,6
285,371,1,5,13,14,à‰è„òaóY,2,1,3,1,3,4,3,3,3,2,9,1,0,3,4,4,3,3,5,5,5,5,2,4,3,3,1,3,1,1,3,1,1,2,6
286,999,1,5,13,14,à…ì°ï∂óY,4,2,1,99,4,9,4,4,5,7,1,9,0,5,5,5,5,5,5,5,5,5,1,3,3,5,5,5,3,1,5,1,1,5,1
287,364,1,5,13,14,èºìáÇ›Ç«ÇË,1,1,3,4,1,3,2,1,5,2,2,1,0,2,4,4,3,3,2,2,3,3,2,5,5,5,4,1,1,4,2,3,4,1,6
288,96,1,5,13,14,êºêÏëæàÍòY,6,1,1,99,4,1,1,1,2,1,2,2,3,2,2,2,1,1,3,1,1,5,3,3,2,3,1,2,2,5,4,1,4,3,6
289,999,1,5,13,15,ñÿë∫ï◊,1,3,3,4,1,1,1,1,2,2,1,1,0,1,9,9,9,9,9,1,5,2,4,4,4,5,5,1,1,1,5,4,4,1,8
290,376,1,5,13,15,ìåèÀéO,2,1,3,1,4,4,4,4,1,2,1,1,0,1,1,1,1,1,2,5,9,3,3,3,2,3,3,3,5,1,3,1,4,1,7
291,97,1,5,13,15,ä`ëÚçOé°,7,1,1,99,4,8,2,2,2,2,2,1,0,1,3,2,2,1,1,2,1,3,4,5,2,2,2,1,1,1,2,3,2,2,7
292,999,1,5,13,15,êYìcì÷çs,4,2,1,99,4,9,4,4,5,7,1,9,0,5,5,5,5,5,5,5,5,5,1,3,3,5,5,5,3,2,5,1,1,5,1
293,999,1,5,13,16,à¿ïîà¿ë•,4,2,3,5,4,9,4,4,5,7,1,9,0,5,5,5,5,5,5,5,5,5,1,3,3,5,5,5,3,1,5,1,1,5,1
